,Nom de l'entreprise,Numéro et voie,Ville,Code postal,Commune,Numéro de téléphone,Numéro de fax,Site internet,E-mail générique,Numéro Siren,"Chiffre d'affaires net (H.T.)
kEUR
Dernière année disp.","Chiffre d'affaires net (H.T.)
kEUR
Année - 1","Dirigeant
Nom complet","Dirigeant
Personne physique ou morale",Description de l’activité,Activité principale de l'entreprise INSEE,"NAF Rév. 2, code principal (code)","Dirigeant
Age","Dirigeant
Nom",Commentaires 
2131.,RIO ET FILS,CHEMIN DU GOURBENET,LA CROIX VALMER,83420,La Croix-Valmer,04 94 45 18 17,04 94 54 30 98,www.rioetfils.com,rioetfils@orange.fr,315784710,"6,386","3,985",M. Pierre Rio,Personne,"Gardiennage, achat, revente, opérations à la commission, bateaux à moteur.",Commerce de gros (commerce interentreprises) d'autres biens domestiques,4649Z,62,Rio,
409.,DREAM YACHT MEDITERRANEE,ROUTE DE SAINT MANDRIER,ST MANDRIER SUR MER,83430,Saint-Mandrier-sur-Mer,04 94 62 31 67,,www.dreamyachtcharter.com/french/fleet/mediterranean/,info@dreamyachtcharter.com,494440712,"18,280","10,403",M. Loic Franck Aristide Bonnet,Personne,"Achat, vente, location de bateaux et prestations.",Commerce de détail d'articles de sport en magasin spécialisé,7721Z,57,Bonnet,
5421.,FRAGWORLD,CHEMIN DE SAINT JULIEN,SEILLANS,83440,Seillans,04 94 50 30 36,,,,508068418,"2,563","2,020",M. Arnaud Philippe Robert Eric Moor,Personne,Fabrication d'huiles essentielles.,Fabrication d'huiles essentielles,2053Z,50,Moor,
8565.,MOULIN IMMO,ROUTE DE DRAGUIGNAN,TOURRETTES,83440,Tourrettes,,,,,533562393,"1,377","5,799",M. Giancarlo Ceresoli,Personne,"La construction et la vente de ses biens immobiliers, la promotion immobilière.",Supports juridiques de programmes,4110D,60,Ceresoli,
2297.,S A S TAXIL ALAIN,AVENUE SAINT ELOI,FAYENCE,83440,Fayence,04 94 76 12 08,04 94 84 15 17,alain-taxil.com/,alain-taxil.sa@wanadoo.fr,348035882,"5,996","6,482",M. Alain Taxil,Personne,"Entreprise de travaux agricoles, de parcs et de jardins, labours, battage, défoncement, location de matériel et d'engins de terrassement et de travaux immobiliers .",Travaux de terrassement courants et travaux préparatoires,4312A,66,Taxil,
5215.,SOCIETE D EXPLOITATION DES ETABLISSEMENTS FERNAND ROUSTAN,ZONE INDUSTRIELLE DE LA BARRIERE,MONTAUROUX,83440,Montauroux,04 94 76 43 19,04 94 47 72 06,,sarl-roustan@wanadoo.fr,327259396,"2,687","2,987",M. Gilles Roustan,Personne,"Électricité, plomberie, vente de carburants ainsi que toutes activités annexes.",Travaux d'installation d'eau et de gaz en tous locaux,4322A,60,Roustan,
5323.,NEO,CHEMIN DES VIGNES,MONTAUROUX,83440,Montauroux,04 94 39 06 68,04 92 99 26 41,www.neoclim.com,serviceclients@neoclim.com,454022617,"2,620","2,638",M. Philippe Daniel,Personne,Installation et maintenance de systèmes de chauffage et de climatisation -plomberie et électricité.,Travaux d'installation d'équipements thermiques et de climatisation,4322B,53,Daniel,
3622.,BELGRANO,CHEMIN DES SAUSSERONS,TANNERON,83440,Tanneron,04 93 60 68 61,,,,424106748,"3,970","3,445",M. Jean-Marc M Belgrano,Personne,"Commerce de fleurs sèches, fraîches, artificielles et de produits de l'horticulture , participation, de façon directe ou indirecte, dans l'acte de production agricole, horticole, aux méthodes culturales de ces productions par contrats d'intégration, contrats de travaux à façon ou par tous autres moyens. Activité agricole sur toute terre, sous serre et autres supports à la production, achetés, pris à bail ou mis à disposition .",Commerce de gros (commerce interentreprises) de fleurs et plantes,4622Z,45,M Belgrano,
2226.,LE SQUALE,QUARTIER DE L OLIVIER,TANNERON,83440,Tanneron,04 93 66 16 87,04 93 60 75 59,,,418744348,"6,160","6,350",Mme Delphine Caffon,Personne,Vente en gros de fruits et de légumes.,Commerce de gros (commerce interentreprises) de fruits et légumes,4631Z,37,Caffon,
9014.,AZUR SYSTEMES,3 RUE MIRABEAU,MONTAUROUX,83440,Montauroux,04 94 67 05 72,04 94 67 10 46,www.azursys.com,azursystemes@azursystemes.fr,322746066,"1,254","1,199",M. Jean-Marc Gastaud,Personne,"Commercialisation, réalisation, études de systèmes ou de composants informatiques, automatiques et électroniques.",Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,4652Z,58,Gastaud,
9761.,DEPOT D'AGREGATS GIORDANENGO & FILS,ROUTE DE FONDURANNE,MONTAUROUX,83440,Montauroux,,,,,788633261,"1,066",938,M. Philippe Giordanengo,Personne,,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,4673A,51,Giordanengo,
9408.,VARESTAXIS,CENTRE COMMERCIAL L OCCITAN,MONTAUROUX,83440,Montauroux,04 94 47 17 17,04 94 50 48 18,,taxi.montauroux@wanadoo.fr,452438385,"1,151","1,182",M. Christophe Giusti Christophe,Personne,Taxi emplacements sis à Fréjus n°3 sis les arcs n° 1 n° 5 et sis Montauroux n°1 Saint-Raphaël n°3 Seillans n°2 Fayence n°4 - transport de personnes transport public routier e personnes au moyen d'un seul véhicule n' excédant pas 9 places conducteur compris ou véhicule taxi.,Transports de voyageurs par taxis,4932Z,47,Giusti Christophe,
7871.,EOS BLAUSASC,ROUTE DE DRAGUIGNAN,TOURRETTES,83440,Tourrettes,,,,,752936005,"1,565","6,213",M. Giancarlo Ceresoli,Personne,"Promotion immobilière, marchand de biens.",Activités des marchands de biens immobiliers,6810Z,60,Ceresoli,
4047.,STE IMMOBILIERE INVESTISSEMENT,BATIMENT 3 ROUTE DE DRAGUIGNAN,TOURRETTES,83440,Tourrettes,,,,,429481237,"3,553",0,M. Giancarlo Ceresoli,Personne,Promotion immobilière en France et à l'étranger l'achat et la vente de tous immeubles terrains à bâtir droit au bail et fonds de commerce.,Agences immobilières,6831Z,60,Ceresoli,
2466.,LABAZUR ILAB,ROUTE DEPARTEMENTALE 562,MONTAUROUX,83440,Montauroux,04 94 99 15 69,,,,500473285,"5,618","3,636",M. Romain Zanchi,Personne,Analyse médicale.,Laboratoires d'analyses médicales,8690B,40,Zanchi,
5041.,ETABLISSEMENTS JAUFFRET ET FILS,ROUTE 4 CHEMINS,LES ARCS,83460,Les Arcs,04 94 47 41 73,,www.scierie-jauffret.com,scieriejauffret@wanadoo.fr,301982088,"2,798","2,566",M. Michel Jauffred,Personne,Exploitation forestière et commerce du bois.,"Sciage et rabotage du bois, hors imprégnation",1610A,72,Jauffred,
9730.,PAB CONSTRUCTIONS,QUARTIER LES BASSES COGNASSES,LES ARCS,83460,Les Arcs,04 94 47 48 22,,,,382873453,"1,072","1,095",M. Jean Claudre Peyvel,Personne,"Travaux du bâtiment, maçonnerie, travaux publics, construction de piscines, aménagement, finitions intérieures et extérieures de locaux, de magasins et de bureaux , achat, vente en qualité de marchand de biens de tous immeubles .",Construction d'autres bâtiments,4120B,66,Peyvel,
716.,ROSELINE DIFFUSION,ROUTE DE SAINTE ROSELINE,LES ARCS,83460,Les Arcs,04 94 99 50 30,04 94 47 53 06,www.sainte-roseline.com,contact@sainte-roseline.com,420631566,"13,900","13,000",Mme Aurelie Bertin,Personne,,Commerce de gros (commerce interentreprises) de boissons,4634Z,46,Bertin,
8511.,PROVENCE MILLESIME,ROUTE DE TARADEAU,LES ARCS,83460,Les Arcs,04 94 47 41 47,04 94 73 34 73,,,383282753,"1,391","1,373",M. Jean-Philippe Victor,Personne,"Negoce de produits et materiels agricoles, sylvicoles et viticoles transformes ou brut ainsi que leurs derives et tout ce qui se rapporte a l'elevage",Commerce de gros (commerce interentreprises) de boissons,4634Z,56,Victor,
2977.,AMITUBES,RDN 7,LES ARCS,83460,Les Arcs,04 94 99 79 70,04 94 99 79 79,,amitubes@wanadoo.fr,431255397,"4,781","4,923",M. Christian Segui,Personne,"Négoce de matériaux de canalisation, de robinetterie et de tous produits accessoires destinés au bâtiment, aux travaux publics et à l'agriculture.",Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,4673A,56,Segui,
1951.,BPM IMMOBILIER,BAT POLE DE VIE ZAC BREGUIERES N 600,LES ARCS,83460,Les Arcs,04 98 10 22 00,04 98 10 22 10,,,508716040,"6,886","2,899",M. Marc Beauchamp,Personne,"Toutes opérations de marchand de biens et de promotions mobilières, immobilières et financières.",Activités des marchands de biens immobiliers,6810Z,52,Beauchamp,
3228.,LINPICO,RUE ERNEST RENAN,LES ARCS,83460,Les Arcs,04 98 10 44 70,04 94 47 55 36,,info@geomar.fr,381854322,"4,414","5,990",M. Ivan Linhart,Personne,"Commercialisation internationale de produits ou de services pour le compte de ses clients, pour son propre compte et plus généralement toutes opérations.",Conseil pour les affaires et autres conseils de gestion,7022Z,50,Linhart,
5944.,ARTP,32 LOTISSEMENT DES CINQ PONTS,ST MAXIMIN LA STE BAUME,83470,Saint-Maximin-la-Sainte-Baume,04 94 59 31 11,04 94 59 32 54,,,319014387,"2,287","2,141",M. Philippe M Artuphel,Personne,"Travaux de génie civil, canalisations, maçonnerie, travaux du bâtiment, terrassement et électrification , transport de marchandises .",Travaux de terrassement courants et travaux préparatoires,4312A,58,M Artuphel,
5744.,ENTREPRISE POURRIERE,AVENUE DES 5 PONTS,ST MAXIMIN LA STE BAUME,83470,Saint-Maximin-la-Sainte-Baume,04 94 78 14 18,,,ent.pourrieres@wanadoo.fr,433755071,"2,377","1,901",M. Richard Pourriere,Personne,Électricité générale courant faible et courant fort éclairage public climatisation alarme vente de tous produits appareillages accessoires s'y rapportant conseils études réalisation de tous travaux électriques holding et prise de participation dans toutes sociétés ou entreprises.,Travaux d'installation électrique dans tous locaux,4321A,63,Pourriere,
6837.,SOCIETE PROVENCALE DE PARQUETS & REVETEMENTS,ROUTE D AIX,ST MAXIMIN LA STE BAUME,83470,Saint-Maximin-la-Sainte-Baume,04 94 78 07 24,04 94 59 30 27,www.spr.fr,sppr@wanadoo.fr,327259099,"1,914","2,043",M. Gilbert Chiaroni,Personne,,Travaux de menuiserie bois et PVC,4332A,61,Chiaroni,
8613.,SARL GERARD PNEUS,ROUTE NATIONALE 7,ST MAXIMIN LA STE BAUME,83470,Saint-Maximin-la-Sainte-Baume,04 94 78 14 49,04 94 59 43 28,,,410448237,"1,362","1,277",Mme Celine Einaudi,Personne,Réparations et prestations de services en pneumatique et activités connexes,Commerce de détail d'équipements automobiles,4532Z,39,Einaudi,
8882.,B N G,491 AVENUE DES 5 PONTS,ST MAXIMIN LA STE BAUME,83470,Saint-Maximin-la-Sainte-Baume,04 94 78 17 17,04 94 78 54 51,,,483909685,"1,291","1,125",M. Gil Bertrand,Personne,Négoce de mobilier de matériels bureautique logistiques et informatiques de fournitures de bureau et de papeterie ainsi que leur maintenance services négoce en publicité.,Commerce de gros (commerce interentreprises) de mobilier de bureau,4665Z,51,Bertrand,
4795.,LA POURESSE,LES QUATRE CHEMINS,SEILLONS-SOURCE-D'ARGENS,83470,Seillons-Source-d'Argens,,,www.lapouresse.fr,,488478546,"2,958","3,538",M. Patrick Apkarian,Personne,Marchand de biens et promotion immobilière.,Activités des marchands de biens immobiliers,6810Z,60,Apkarian,
9534.,SOCIETE D'ETUDES ET DE GESTION DE L'ENVIRONNEMENT ET DES DECHETS -SEGED,LOTISSEMENT 21,ST MAXIMIN LA STE BAUME,83470,Saint-Maximin-la-Sainte-Baume,04 94 69 41 59,04 94 69 49 57,,,434546818,"1,117","1,031",M. Marie Florent Metro,Personne,Bureau d'études à développement durable gestion des déchets ménagers d'entreprises et de chantier btp pollution des sols coordination environnement études d'impact sur l'environnement dossier loi sur l'eau et études acoustiques dossiers d'utilité publique études de dangers études diverses Vrc.,"Ingénierie, études techniques",7112B,42,Metro,
1246.,ANSWER SECURITE,9 CHEMIN DU PRUGNON,ST MAXIMIN LA STE BAUME,83470,Saint-Maximin-la-Sainte-Baume,04 94 37 40 87,,,,452827751,"9,735","8,821",M. Vincent Bennici,Personne,"Surveillance, gardiennage, sécurité, accueil, alarmes, télésurveillance et vidéosurveillance.",Activités de sécurité privée,8010Z,47,Bennici,
8958.,ALM PAYSAGE,2301 CHEMIN DU MOULIN,ST MAXIMIN LA STE BAUME,83470,Saint-Maximin-la-Sainte-Baume,04 94 72 44 95,,,,535395370,"1,270","1,274",M. Stephane Ellien,Personne,"La création, l'entretien d'espaces verts, vrd, génie civil, terrassements, maçonnerie paysagère, arrosages automatiques, golfs, tennis, terrains de sports et professions connexes, y compris prise en gérance de fonds de sociétés dans cette branche d'activité et consultant dans ces domaines.",Services d'aménagement paysager,8130Z,48,Ellien,
9469.,STE DE TRANSPORTS SANITAIRES & AMBULANCES VAROISES,20 RUE DES POILUS,ST MAXIMIN LA STE BAUME,83470,Saint-Maximin-la-Sainte-Baume,,,,,323998252,"1,136","1,066",M. Jean-Marc Lessi,Personne,Adjonction d'activite : transport public routier de personnes,Ambulances,8690A,54,Lessi,
2985.,AUX MARAICHERS DE PROVENCE,1846 CHEMIN DE LA PLAINE,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 45 56 78,04 94 81 51 48,,maraichers.de.provence@wanadoo.fr,345192439,"4,772","4,854",M. Stephane Morfea,Personne,"Culture de légumes, maraîchage, acquisition, prise à bail exploitation de tous biens agricoles, soit directement, soit par voie de bail ou de mise à disposition des biens , dont les associés sont locataires ou propriétaires ou dont la société est locataire ou propriétaire. Achat, revente de tous produits alimentaires et de tous produits et de fournitures agricoles. Prestations d'entreposage pour les tiers .","Culture de légumes, de melons, de racines et de tubercules",0113Z,49,Morfea,
9939.,SCOP SARL LES FORGERONS REUNIS,884 CHEMIN DE LA PLAINE,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 45 66 49,04 94 45 58 62,,lesforgeronsreunis@wanadoo.fr,332603265,"1,026",979,M. Jean-Louis Lions,Personne,,Fabrication de structures métalliques et de parties de structures,2511Z,63,Lions,
9661.,MASCI,231 BOULEVARD DE L INDUSTRIE,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 98 11 36 14,04 98 11 36 13,,metal.surface@wanadoo.fr,515125862,"1,085","1,212",Mme Sabine Vogt,Personne,"Traitement de métaux, négoce de produits manufacturés, location de matériel, travaux de métallerie.",Traitement et revêtement des métaux,2561Z,50,Vogt,
1163.,ABEL GARCIN TERRASSEMENT,127 BOULEVARD DU COMMERCE,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 52 73 63,04 94 51 40 44,www.abelgarcin.com,sas.agt@wanadoo.fr,433332640,"10,120","6,288",M. Abel Garcin,Personne,Tous travaux de terrassements privés et publics entreprise générale de bâtiment participation par la Ste Par ts moyens Ds toutes opérations immobilières par voie de création de STES nouvelles de souscription ou d'achat de titres ou droits sociaux de fusion ou autrement.,Travaux de terrassement courants et travaux préparatoires,4312A,57,Garcin,
9864.,ASTIER ENTREPRISE,54 CHEMIN DU CARREOU,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 82 30 27,04 94 82 22 19,astier-entreprise.viessmann-proactif.fr,,491313318,"1,043",797,M. Renaud Creton,Personne,"Plomberie, chauffage, électricité et climatisation.",Travaux d'installation d'eau et de gaz en tous locaux,4322A,60,Creton,
5827.,S.A.R.L PROVENCE CLIMATISATION,CHEMIN DU JAS NEUF,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 45 63 14,04 94 45 66 81,,,429969389,"2,339","2,624",M. Vincent Painelli,Personne,"Vente, pose d'appareils de climatisation, entretien, réparation, maintenance et toutes prestations attenantes.",Travaux d'installation d'équipements thermiques et de climatisation,4322B,45,Painelli,
6766.,TSE BATIMENT,QUARTIER LES BARESTES,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 56 01 11,04 94 56 33 12,,,420754236,"1,945","1,995",M. Fabien Serre,Personne,Métallerie serrurerie menuiserie bois et matières plastiques vitrerie négoce de tous produits Lies au secteur du bâtiment tous travaux du bâtiment.,Travaux de menuiserie métallique et serrurerie,4332B,36,Serre,
2897.,COTON BLANC,BOULEVARD BAZEILLES,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 17 16 17,04 94 19 19 49,www.cotonblanc.com,info@cotonblanc.com,440907699,"4,893","4,632",M. Unsal Golemezli,Personne,Achat vente import export de tous articles de textiles lies au secteur de la confection lingerie et d'équipement de la maison en gros demi gros et détail sédentaire et ambulant achat vente de savons de parfums de bougies de décoration de cadeaux.,"Intermédiaires du commerce en textiles, habillement, fourrures, chaussures et articles en cuir",4616Z,42,Golemezli,
978.,PM AZUR DRINK'S,ZONE INDUSTRIELLE LES PLAINES,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 19 64 50,04 94 19 64 59,www.montanerpietriniboissons.fr,contact.puget@mp-boissons.fr,524229051,"11,448","12,329",M. Pm Armen,Personne,Sans activité.,Commerce de gros (commerce interentreprises) de boissons,4634Z,,Pm Armen,
1606.,DAB 83,254 IMPASSE DES MARSOUINS,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 44 86 86,04 94 17 32 89,www.dab-boissons.fr,dab83@dab83.fr,491300596,"8,083","7,684",M. Pm Armen,Personne,"Négoce, distribution de boissons (eaux, sodas, bières, vins et alcools...) pour CHR",Commerce de gros (commerce interentreprises) de boissons,4634Z,,Pm Armen,
6997.,COMMERCIAL SERVICE,150 RUE DU GENERAL CHARLES DE GAULLE,PUGET SUR ARGENS,83480,Puget-sur-Argens,09 63 00 66 28,,,,383804457,"1,849","1,675",M. Jean-Robert Pejean,Personne,"Etude, negoce et commercialisation de produits alimentaires et non alimentaires",Commerce de gros (commerce interentreprises) alimentaire spécialisé divers,4638B,66,Pejean,
294.,ETABLISSEMENTS PIC,1 CHEMIN DU DRAP,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 19 73 20,04 94 45 50 83,www.ets-pic.com,etspic.atelier@wanadoo.fr,603750233,"20,883","17,852",M. Gerard M Sausse,Personne,"Vente,réparation matériel travaux publics & de véhicules industriels, pelle hydraulique  - chargeur à pneus et à chenilles - bouteur  - chariot élévateur  - compresseur d'air  - perforation  - marteau hydraulique  - machine à projeter , pompe à chappe  - mini-pelle, tracto-pelle, mini-chargeur.","Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil",4663Z,67,M Sausse,
6064.,SIRIUS CONCEPT,54 CHEMIN DU CARREOU,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 19 32 20,04 94 19 32 30,,clim-service@wanadoo.fr,393464276,"2,228",n.d.,M. Bernard Vento,Personne,"Distribution représentation diffusion commercialisation en gros et au détail de matériels de climatisation, chauffage, électricité, alarme froid commercial et industriel et de leurs installations. Acquisition d'immobilier dans le cadre de l'activité.",Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage,4674B,67,Vento,
9363.,SDA SERVICE DISTRIBUTION AUTOMATIQUES,54 CHEMIN DU CARREOU,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 81 52 71,04 94 81 04 65,,jose.triguero@wanadoo.fr,352125827,"1,160","1,195",M. Jose Triguero,Personne,Vente en gros demi gros détail de produits et machines pour distribution automatique tous travaux d'électricité générale.,"Vente par automates et autres commerces de détail hors magasin, éventaires ou marchés n.c.a.",4799B,56,Triguero,
1699.,SA TRANSPORTS SODILOT,BOULEVARD DU COMMERCE,PUGET SUR ARGENS,83480,Puget-sur-Argens,04 94 19 66 98,04 94 19 66 99,www.sodilot.fr,,353185713,"7,714","8,154",M. Jacques Duquesnoy,Personne,,Transports routiers de fret de proximité,4941B,51,Duquesnoy,
7913.,AMARAY FRERES,15 CHEMIN DU JAS NEUF,PUGET SUR ARGENS,83480,Puget-sur-Argens,,,,,807964754,"1,552",525,M. Hamid M Amaray,Personne,Le transport public routier de marchandises.,Transports routiers de fret de proximité,4941B,40,M Amaray,
